group,variable,value
sloss,sloss,1
sloss,dloss,0.115765901
sloss,service,0.082500342
sloss,Sload,-0.070070671
sloss,Dload,0.055754427
sloss,Spkts,0.785959828
sloss,Dpkts,0.210335272
sloss,swin,0.167419191
sloss,dwin,0.167468571
sloss,stcpb,0.131005472
sloss,dtcpb,0.129207671
sloss,smeansz,0.167572253
sloss,dmeansz,0.088241889
sloss,trans_depth,-0.004943312
sloss,res_bdy_len,-0.006780646
sloss,Sjit,0.005635968
sloss,Djit,0.02607235
sloss,Stime,-0.001922198
sloss,Ltime,-0.001760075
sloss,Sintpkt,-0.008021456
sloss,Dintpkt,-0.004313633
sloss,tcprtt,0.018562153
sloss,synack,0.016812908
sloss,ackdat,0.017170736
sloss,is_sm_ips_ports,-0.005132862
sloss,ct_state_ttl,-0.052794163
sloss,ct_flw_http_mthd,-0.010018483
sloss,is_ftp_login,0.030426145
sloss,ct_ftp_cmd,0.030426145
sloss,ct_srv_src,-0.095524938
sloss,ct_srv_dst,-0.096639162
sloss,ct_dst_ltm,-0.089458592
sloss,ct_src_ ltm,-0.089846811
sloss,ct_src_dport_ltm,-0.093245371
sloss,ct_dst_sport_ltm,-0.098667503
sloss,ct_dst_src_ltm,-0.100723172
dloss,proto,-0.051149707
dloss,state,0.026300926
dloss,dur,0.245922154
dloss,sbytes,0.038334116
dloss,dbytes,0.991260432
dloss,sttl,-0.140826981
dloss,dttl,0.030112215
dloss,sloss,0.115765901
dloss,dloss,1
dloss,service,0.005142988
dloss,Sload,-0.109031535
dloss,Dload,0.155424363
dloss,Spkts,0.675774062
dloss,Dpkts,0.990896549
dloss,swin,0.2571081
dloss,dwin,0.258283945
dloss,stcpb,0.199457072
dloss,dtcpb,0.201230784
dloss,smeansz,-0.079164154
dloss,dmeansz,0.594831868
dloss,trans_depth,0.11319655
dloss,res_bdy_len,0.61653114
dloss,Sjit,0.017005901
dloss,Djit,0.154916062
dloss,Stime,-0.005737644
dloss,Ltime,-0.005480906
dloss,Sintpkt,-0.012851454
dloss,Dintpkt,-0.009943207
dloss,tcprtt,-0.015829333
dloss,synack,-0.014269064
dloss,ackdat,-0.014719765
dloss,is_sm_ips_ports,-0.007891293
dloss,ct_state_ttl,-0.114162069
dloss,ct_flw_http_mthd,0.137446443
dloss,is_ftp_login,0.005152594
dloss,ct_ftp_cmd,0.005152594
dloss,ct_srv_src,-0.134411274
dloss,ct_srv_dst,-0.13583343
dloss,ct_dst_ltm,-0.134409081
dloss,ct_src_ ltm,-0.137349735
dloss,ct_src_dport_ltm,-0.139081807
dloss,ct_dst_sport_ltm,-0.151443796
dloss,ct_dst_src_ltm,-0.148339187
service,proto,0.061666295
service,state,0.063863554
service,dur,0.004439798
service,sbytes,0.082719619
service,dbytes,-0.006324384
service,sttl,-0.07096475
service,dttl,0.057811529
service,sloss,0.082500342
service,dloss,0.005142988
service,service,1
service,Sload,-0.017780183
service,Dload,-0.281139343
service,Spkts,0.044672953
service,Dpkts,0.019615598
service,swin,0.102053334
service,dwin,0.10580634
service,stcpb,0.082505941
service,dtcpb,0.079661771
service,smeansz,0.432636847
service,dmeansz,-0.089663937
service,trans_depth,0.277794365
service,res_bdy_len,0.11231546
service,Sjit,0.026672717
service,Djit,0.255038722
service,Stime,0.005948372
service,Ltime,0.005953129
service,Sintpkt,-0.0391128
service,Dintpkt,-0.025079535
service,tcprtt,-0.008455874
service,synack,-0.011335587
service,ackdat,-0.00369287
service,is_sm_ips_ports,-0.025784499
service,ct_state_ttl,-0.058830655
service,ct_flw_http_mthd,0.339481611
service,is_ftp_login,0.060827654
service,ct_ftp_cmd,0.060827654
service,ct_srv_src,-0.074927198
service,ct_srv_dst,-0.065068797
service,ct_dst_ltm,0.011115758
service,ct_src_ ltm,0.005112508
service,ct_src_dport_ltm,0.011899516
service,ct_dst_sport_ltm,0.022888545
service,ct_dst_src_ltm,0.009594371
Sload,proto,0.09975785
Sload,state,0.360299999
Sload,dur,-0.068683848
Sload,sbytes,-0.022835027
Sload,dbytes,-0.085062461
Sload,sttl,0.200827217
Sload,dttl,-0.249644551
Sload,sloss,-0.070070671
Sload,dloss,-0.109031535
Sload,service,-0.017780183
Sload,Sload,1
Sload,Dload,-0.213748569
Sload,Spkts,-0.142465521
Sload,Dpkts,-0.133864892
Sload,swin,-0.419221786
Sload,dwin,-0.418376143
Sload,stcpb,-0.32603454
Sload,dtcpb,-0.32598689
Sload,smeansz,0.071652223
Sload,dmeansz,-0.297887518
Sload,trans_depth,-0.088204404
Sload,res_bdy_len,-0.035440736
Sload,Sjit,-0.036100591
Sload,Djit,-0.117550855
Sload,Stime,0.020687862
Sload,Ltime,0.020615611
Sload,Sintpkt,-0.023283422
Sload,Dintpkt,-0.021112627
Sload,tcprtt,-0.057243638
Sload,synack,-0.052148953
Sload,ackdat,-0.052615962
Sload,is_sm_ips_ports,-0.013720377
Sload,ct_state_ttl,0.126337506
Sload,ct_flw_http_mthd,-0.108257946
Sload,is_ftp_login,-0.052497371
Sload,ct_ftp_cmd,-0.052497371
Sload,ct_srv_src,0.509212878
Sload,ct_srv_dst,0.511300365
Sload,ct_dst_ltm,0.453091126
Sload,ct_src_ ltm,0.446373199
Sload,ct_src_dport_ltm,0.484320453
Sload,ct_dst_sport_ltm,0.509334188
Sload,ct_dst_src_ltm,0.526015923
Dload,proto,-0.085207675
Dload,state,0.000570124
Dload,dur,-0.063581504
Dload,sbytes,-0.000819009
Dload,dbytes,0.12402992
Dload,sttl,-0.289795779
Dload,dttl,-0.002329177
Dload,sloss,0.055754427
Dload,dloss,0.155424363
Dload,service,-0.281139343
Dload,Sload,-0.213748569
Dload,Dload,1
Dload,Spkts,0.199196737
Dload,Dpkts,0.174134206
Dload,swin,0.456637732
Dload,dwin,0.458963802
Dload,stcpb,0.358459483
Dload,dtcpb,0.360057121
Dload,smeansz,-0.169060874
Dload,dmeansz,0.617290539
Dload,trans_depth,-0.075441565
Dload,res_bdy_len,0.018221364
Dload,Sjit,-0.038520801
Dload,Djit,-0.114799108
Dload,Stime,-0.016581479
Dload,Ltime,-0.016647291
Dload,Sintpkt,-0.028730537
Dload,Dintpkt,-0.02330386
Dload,tcprtt,-0.059484137
Dload,synack,-0.051894231
Dload,ackdat,-0.057253766
Dload,is_sm_ips_ports,-0.015658518
Dload,ct_state_ttl,-0.24806969
Dload,ct_flw_http_mthd,-0.092258451
Dload,is_ftp_login,-0.052014216
Dload,ct_ftp_cmd,-0.052014216
Dload,ct_srv_src,-0.244181091
Dload,ct_srv_dst,-0.261508398
Dload,ct_dst_ltm,-0.271080488
Dload,ct_src_ ltm,-0.256117578
Dload,ct_src_dport_ltm,-0.288760987
Dload,ct_dst_sport_ltm,-0.301261914
Dload,ct_dst_src_ltm,-0.31478595
Spkts,proto,-0.071452074
Spkts,state,0.031097046
Spkts,dur,0.280335097
Spkts,sbytes,0.702822373
Spkts,dbytes,0.64120822
Spkts,sttl,-0.161067037
Spkts,dttl,0.072257172
Spkts,sloss,0.785959828
Spkts,dloss,0.675774062
Spkts,service,0.044672953
Spkts,Sload,-0.142465521
Spkts,Dload,0.199196737
Spkts,Spkts,1
Spkts,Dpkts,0.747620167
Spkts,swin,0.329541078
Spkts,dwin,0.330897331
Spkts,stcpb,0.257041106
Spkts,dtcpb,0.256865726
Spkts,smeansz,0.060802195
Spkts,dmeansz,0.478307178
Spkts,trans_depth,0.052436641
Spkts,res_bdy_len,0.333870645
Spkts,Sjit,0.011726822
Spkts,Djit,0.104097628
Spkts,Stime,-0.00511735
Spkts,Ltime,-0.004824619
Spkts,Sintpkt,-0.016237558
Spkts,Dintpkt,-0.011171261
Spkts,tcprtt,-0.005861672
Spkts,synack,-0.004700793
Spkts,ackdat,-0.006105677
Spkts,is_sm_ips_ports,-0.010781076
Spkts,ct_state_ttl,-0.133809202
Spkts,ct_flw_http_mthd,0.06059954
Spkts,is_ftp_login,0.037713725
Spkts,ct_ftp_cmd,0.037713725
Spkts,ct_srv_src,-0.182108315
Spkts,ct_srv_dst,-0.18529085
Spkts,ct_dst_ltm,-0.178815303
Spkts,ct_src_ ltm,-0.179714188
Spkts,ct_src_dport_ltm,-0.1864498
Spkts,ct_dst_sport_ltm,-0.198652682
Spkts,ct_dst_src_ltm,-0.200457858
Dpkts,proto,-0.060795439
Dpkts,state,0.023026521
Dpkts,dur,0.253823518
Dpkts,sbytes,0.113230131
Dpkts,dbytes,0.969459075
Dpkts,sttl,-0.169334576
Dpkts,dttl,0.0413034
Dpkts,sloss,0.210335272
Dpkts,dloss,0.990896549
Dpkts,service,0.019615598
Dpkts,Sload,-0.133864892
Dpkts,Dload,0.174134206
Dpkts,Spkts,0.747620167
Dpkts,Dpkts,1
Dpkts,swin,0.307678289
Dpkts,dwin,0.309124134
Dpkts,stcpb,0.239176589
Dpkts,dtcpb,0.240674788
Dpkts,smeansz,-0.056052599
Dpkts,dmeansz,0.603433996
Dpkts,trans_depth,0.10438479
Dpkts,res_bdy_len,0.573497656
Dpkts,Sjit,0.018103997
Dpkts,Djit,0.16157285
Dpkts,Stime,-0.006860433
Dpkts,Ltime,-0.006595414
Dpkts,Sintpkt,-0.015345564
Dpkts,Dintpkt,-0.010845309
Dpkts,tcprtt,-0.017474506
Dpkts,synack,-0.015626005
Dpkts,ackdat,-0.016391208
Dpkts,is_sm_ips_ports,-0.009709611
Dpkts,ct_state_ttl,-0.139844925
Dpkts,ct_flw_http_mthd,0.126413386
Dpkts,is_ftp_login,0.02132156
Dpkts,ct_ftp_cmd,0.02132156
Dpkts,ct_srv_src,-0.167390238
Dpkts,ct_srv_dst,-0.169172282
Dpkts,ct_dst_ltm,-0.165142939
Dpkts,ct_src_ ltm,-0.167693472
Dpkts,ct_src_dport_ltm,-0.171853374
Dpkts,ct_dst_sport_ltm,-0.186370538
Dpkts,ct_dst_src_ltm,-0.183804191
swin,proto,-0.198943727
swin,state,0.115260338
swin,dur,0.040993086
swin,sbytes,0.054456107
swin,dbytes,0.199433873
swin,sttl,-0.38947577
swin,dttl,0.396349428
swin,sloss,0.167419191
swin,dloss,0.2571081
swin,service,0.102053334
swin,Sload,-0.419221786
swin,Dload,0.456637732
swin,Spkts,0.329541078
swin,Dpkts,0.307678289
swin,swin,1
swin,dwin,0.995435615
swin,stcpb,0.77575645
swin,dtcpb,0.775616662
swin,smeansz,0.147106237
swin,dmeansz,0.613699019
swin,trans_depth,0.207137147
swin,res_bdy_len,0.083057106
swin,Sjit,0.083403133
swin,Djit,0.266232464
swin,Stime,-0.023429095
swin,Ltime,-0.023385512
swin,Sintpkt,-0.040182217
swin,Dintpkt,-0.017254959
swin,tcprtt,0.134057722
swin,synack,0.122148819
swin,ackdat,0.123195289
swin,is_sm_ips_ports,-0.030403042
swin,ct_state_ttl,-0.333947127
swin,ct_flw_http_mthd,0.254214218
swin,is_ftp_login,0.123312057
swin,ct_ftp_cmd,0.123312057
swin,ct_srv_src,-0.548265567
swin,ct_srv_dst,-0.558212309
swin,ct_dst_ltm,-0.51111551
swin,ct_src_ ltm,-0.499322452
swin,ct_src_dport_ltm,-0.544739159
swin,ct_dst_sport_ltm,-0.588865229
swin,ct_dst_src_ltm,-0.581811595
dwin,proto,-0.198040118
dwin,state,0.101980384
dwin,dur,0.034152069
dwin,sbytes,0.054712239
dwin,dbytes,0.200349
dwin,sttl,-0.39822598
dwin,dttl,0.398869521
dwin,sloss,0.167468571
dwin,dloss,0.258283945
dwin,service,0.10580634
dwin,Sload,-0.418376143
dwin,Dload,0.458963802
dwin,Spkts,0.330897331
dwin,Dpkts,0.309124134
dwin,swin,0.995435615
dwin,dwin,1
dwin,stcpb,0.779145395
dwin,dtcpb,0.779111834
dwin,smeansz,0.149527196
dwin,dmeansz,0.61690491
dwin,trans_depth,0.208085061
dwin,res_bdy_len,0.083437197
dwin,Sjit,0.083269996
dwin,Djit,0.267491619
dwin,Stime,-0.026478589
dwin,Ltime,-0.02644208
dwin,Sintpkt,-0.04246353
dwin,Dintpkt,-0.01703675
dwin,tcprtt,0.134562097
dwin,synack,0.122573146
dwin,ackdat,0.123698377
dwin,is_sm_ips_ports,-0.030553304
dwin,ct_state_ttl,-0.363814645
dwin,ct_flw_http_mthd,0.255377568
dwin,is_ftp_login,0.123876365
dwin,ct_ftp_cmd,0.123876365
dwin,ct_srv_src,-0.550613906
dwin,ct_srv_dst,-0.560199658
dwin,ct_dst_ltm,-0.511565299
dwin,ct_src_ ltm,-0.499815028
dwin,ct_src_dport_ltm,-0.542278565
dwin,ct_dst_sport_ltm,-0.58646289
dwin,ct_dst_src_ltm,-0.584031791
stcpb,proto,-0.154334349
stcpb,state,0.079500255
stcpb,dur,0.025787625
stcpb,sbytes,0.04315725
stcpb,dbytes,0.154294538
stcpb,sttl,-0.310670302
stcpb,dttl,0.311021146
stcpb,sloss,0.131005472
stcpb,dloss,0.199457072
stcpb,service,0.082505941
stcpb,Sload,-0.32603454
stcpb,Dload,0.358459483
stcpb,Spkts,0.257041106
stcpb,Dpkts,0.239176589
stcpb,swin,0.77575645
stcpb,dwin,0.779145395
stcpb,stcpb,1
stcpb,dtcpb,0.687971908
stcpb,smeansz,0.115438623
stcpb,dmeansz,0.479691173
stcpb,trans_depth,0.16226196
stcpb,res_bdy_len,0.063076546
stcpb,Sjit,0.063785271
stcpb,Djit,0.207171636
stcpb,Stime,-0.021257517
stcpb,Ltime,-0.021229974
stcpb,Sintpkt,-0.033137732
stcpb,Dintpkt,-0.01338177
stcpb,tcprtt,0.106399138
stcpb,synack,0.097035867
stcpb,ackdat,0.097678313
stcpb,is_sm_ips_ports,-0.023683725
stcpb,ct_state_ttl,-0.283299914
stcpb,ct_flw_http_mthd,0.199402648
stcpb,is_ftp_login,0.097087831
stcpb,ct_ftp_cmd,0.097087831
stcpb,ct_srv_src,-0.429282016
stcpb,ct_srv_dst,-0.436343204
stcpb,ct_dst_ltm,-0.398841122
stcpb,ct_src_ ltm,-0.38980201
stcpb,ct_src_dport_ltm,-0.4227256
stcpb,ct_dst_sport_ltm,-0.457060401
stcpb,ct_dst_src_ltm,-0.455085764
dtcpb,proto,-0.154306447
dtcpb,state,0.07921753
dtcpb,dur,0.025963996
dtcpb,sbytes,0.041582791
dtcpb,dbytes,0.156148408
dtcpb,sttl,-0.310927208
dtcpb,dttl,0.309337001
dtcpb,sloss,0.129207671
dtcpb,dloss,0.201230784
dtcpb,service,0.079661771
dtcpb,Sload,-0.32598689
dtcpb,Dload,0.360057121
dtcpb,Spkts,0.256865726
dtcpb,Dpkts,0.240674788
dtcpb,swin,0.775616662
dtcpb,dwin,0.779111834
dtcpb,stcpb,0.687971908
dtcpb,dtcpb,1
dtcpb,smeansz,0.116000503
dtcpb,dmeansz,0.481475178
dtcpb,trans_depth,0.160403555
dtcpb,res_bdy_len,0.064079531
dtcpb,Sjit,0.065646315
dtcpb,Djit,0.206784685
dtcpb,Stime,-0.022264998
dtcpb,Ltime,-0.022237208
dtcpb,Sintpkt,-0.033031776
dtcpb,Dintpkt,-0.012937082
dtcpb,tcprtt,0.106074135
dtcpb,synack,0.09741207
dtcpb,ackdat,0.096624546
dtcpb,is_sm_ips_ports,-0.023806145
dtcpb,ct_state_ttl,-0.283431438
dtcpb,ct_flw_http_mthd,0.197470864
dtcpb,is_ftp_login,0.09512882
dtcpb,ct_ftp_cmd,0.09512882
dtcpb,ct_srv_src,-0.428585374
dtcpb,ct_srv_dst,-0.435871096
dtcpb,ct_dst_ltm,-0.39842212
dtcpb,ct_src_ ltm,-0.389153974
dtcpb,ct_src_dport_ltm,-0.422366218
dtcpb,ct_dst_sport_ltm,-0.456953217
dtcpb,ct_dst_src_ltm,-0.454802579
smeansz,proto,-0.023134495
smeansz,state,0.044962025
smeansz,dur,0.020351226
smeansz,sbytes,0.185560964
smeansz,dbytes,-0.082133389
smeansz,sttl,-0.083904486
smeansz,dttl,0.123588367
smeansz,sloss,0.167572253
smeansz,dloss,-0.079164154
smeansz,service,0.432636847
smeansz,Sload,0.071652223
smeansz,Dload,-0.169060874
smeansz,Spkts,0.060802195
smeansz,Dpkts,-0.056052599
smeansz,swin,0.147106237
smeansz,dwin,0.149527196
smeansz,stcpb,0.115438623
smeansz,dtcpb,0.116000503
smeansz,smeansz,1
smeansz,dmeansz,-0.181724119
smeansz,trans_depth,0.020212866
smeansz,res_bdy_len,-0.036768925
smeansz,Sjit,0.00701151
smeansz,Djit,-0.019325821
smeansz,Stime,-0.005080993
smeansz,Ltime,-0.005059781
smeansz,Sintpkt,-0.022937192
smeansz,Dintpkt,-0.015513427
smeansz,tcprtt,0.041875574
smeansz,synack,0.037776033
smeansz,ackdat,0.038908763
smeansz,is_sm_ips_ports,-0.016674266
smeansz,ct_state_ttl,-0.098132494
smeansz,ct_flw_http_mthd,0.011357804
smeansz,is_ftp_login,-0.054164846
smeansz,ct_ftp_cmd,-0.054164846
smeansz,ct_srv_src,-0.09972558
smeansz,ct_srv_dst,-0.096558526
smeansz,ct_dst_ltm,-0.063242353
smeansz,ct_src_ ltm,-0.062460389
smeansz,ct_src_dport_ltm,-0.072200398
smeansz,ct_dst_sport_ltm,-0.072990992
smeansz,ct_dst_src_ltm,-0.068495168
dmeansz,proto,-0.114806132
dmeansz,state,-0.019048619
dmeansz,dur,0.089291997
dmeansz,sbytes,0.015494108
dmeansz,dbytes,0.576379798
dmeansz,sttl,-0.378462808
dmeansz,dttl,0.093100798
dmeansz,sloss,0.088241889
dmeansz,dloss,0.594831868
dmeansz,service,-0.089663937
dmeansz,Sload,-0.297887518
dmeansz,Dload,0.617290539
dmeansz,Spkts,0.478307178
dmeansz,Dpkts,0.603433996
dmeansz,swin,0.613699019
dmeansz,dwin,0.61690491
dmeansz,stcpb,0.479691173
dmeansz,dtcpb,0.481475178
dmeansz,smeansz,-0.181724119
dmeansz,dmeansz,1
